Title,Price,Rating,Link
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD, 14"", 60Hz,42WHrs, Windows 11, M365 Basic (1Year)*,Office Home 2024, Mixed Black, 1.38 kg, E1404FA-EB774WS, Thin & Light Laptop","42,990",4.4,https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1404FA-NK5542WS/dp/B0FN9FV4ZZ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc&dib_tag=se&keywords=laptop&qid=1773557241&sr=8-6
AXL Laptop (Vayu Book) Newly Launched Thin & Light | 15.6 Inch HD Display (4GB/256GB SSD),"14,990",2.7,https://www.amazon.in/AXL-Laptop-Newly-Launched-Display/dp/B0F4K6RV7J/ref=sr_1_36?dib=eyJ2IjoiMSJ9.NnEFTphInJoCQIPLnyN_QpZ-iLK2QV5D8MJzHgeEQuQJ4oA5nG_OsaHA6vIRwosXn_j_DlhmHrPqOw0XgZaYZByV-cg4Z1nTlqwXMPOl9B8XCG3Vf-Gno8IK3iMccjHBWlUPM3RAFDnESKu-dB7VD1VQW5C6yEamI8xJfKqSpz_2xVUReIooR8-Ig__tXtEGX0WEn3Yv5c9PVmtCEXS65jyPrvYAMB7vZvkWGYZ5ekg.E2nH1uPniXgu25ildy1AC0iFrJauR9VJc0e4M3BGmjM&dib_tag=se&keywords=laptop&qid=1773557248&sr=8-36
"HP 255 G8 Laptop 62Y30PA (AMD Ryzen 5-5500/8GB Ram/ 512 GB SSD/ 39.62 cm (15.6"" Inch) HD/ Windows 11 / Dark Ash Black / 1 Year Warranty)","34,999",1.7,https://www.amazon.in/HP-Laptop-62Y30PA-Windows-Warranty/dp/B09STJL2NS/ref=sr_1_55?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-55
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PCIN","48,990",N/A,https://www.amazon.in/Lenovo-1920x1080-Antiglare-Windows-83A0A0PCIN/dp/B0FNQZ9HWX/ref=sr_1_52?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-52
"HP 14, Intel Core Ultra 5 125H (24GB DDR5, 1TB SSD), Micro-Edge, Anti-Glare, FHD, 14''/35.6cm, Win11, M365* Office24, Silver, 1.4kg, ep1180TU, FHD Camera, Backlit Laptop","78,490",3.8,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-Office24-ep1180TU/dp/B0G2BHDDB8/ref=sr_1_22?dib=eyJ2IjoiMSJ9.NnEFTphInJoCQIPLnyN_QpZ-iLK2QV5D8MJzHgeEQuQJ4oA5nG_OsaHA6vIRwosXn_j_DlhmHrPqOw0XgZaYZByV-cg4Z1nTlqwXMPOl9B8XCG3Vf-Gno8IK3iMccjHBWlUPM3RAFDnESKu-dB7VD1VQW5C6yEamI8xJfKqSpz_2xVUReIooR8-Ig__tXtEGX0WEn3Yv5c9PVmtCEXS65jyPrvYAMB7vZvkWGYZ5ekg.E2nH1uPniXgu25ildy1AC0iFrJauR9VJc0e4M3BGmjM&dib_tag=se&keywords=laptop&qid=1773557248&sr=8-22
"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB/512GB SSD/Windows 11/Microsoft 365 Basic + Office Home 2024/Backlit Keyboard/Grey/1.6Kg), 82XQ00XDIN","45,899",4.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTMwMDA3NDc4MzU2MjAyOjE3NzM1NTcyNTM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA0MzY5NjM3OTAzMjo6MTo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.c007a59b-1788-4f64-b1ed-4d72476022eb%253Aamzn1.sym.c007a59b-1788-4f64-b1ed-4d72476022eb%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CD4BQ4SF%26pd_rd_r%3Df4d351ae-411e-4dfb-a6e4-a5813d3e4a96%26pd_rd_w%3DIfy41%26pd_rd_wg%3DL1MzF%26pf_rd_p%3Dc007a59b-1788-4f64-b1ed-4d72476022eb%26pf_rd_r%3DB1D9W8X0MNG6FWK6CF34%26qid%3D1773557253%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-34-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26aref%3D58LghLGN8a%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=58LghLGN8a&sp_cr=ZAZ
"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","12,990",3.3,https://www.amazon.in/AXL-VayuBook-Display-Resolution-Graphics/dp/B0CK5RCXPG/ref=sr_1_50?dib=eyJ2IjoiMSJ9.4LTvQgazwu4fQVtnEPU6UIdvimWNYMa3F3belTQfVjATZmFhP-DN7eAtX02vobu_C4w8Xm7ABfB3JINjTCTC_KQ-VSSM-bxG3iLG4nWoW83sBgWBfU4yMD5h3fgAbyF2ZydMLE-UK05lJWS9m4G6gwgae3glRiOa4bAuVUWFlAj7A2Yj5oTJ5N6AGaWiXCi0FQxXvLGR-VHHpgYutjnySMMGAC2LNTkq9oPfphNuOqs.qGmjWWgMl5Jk7hIE4GJEUnbRtYWBcsmaq1YJYzRaCOI&dib_tag=se&keywords=laptop&qid=1773557253&sr=8-50
"HP 14, Intel Core Ultra 7 155H (16GB DDR5, 1TB SSD), Micro-Edge, Anti-Glare, FHD, 14''/35.6cm, Win11, M365* Office24, Silver, 1.4kg, ep1152TU, FHD Camera, Backlit Laptop","81,698",4.0,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-Office24-ep1152TU/dp/B0G2BCKDKW/ref=sr_1_62?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-62
DᥱII Model 5580 | InteI Core i7 | 7th Gen | 8GB DDR4 RAM | 256GB SSD |2GB Graphics |14”FHD Display| Win10 | Ideal for Gaming & Video Editing | A+ Condition Laptop (Refab),"25,995",N/A,https://www.amazon.in/Graphics-Display-Gaming-Editing-Condition/dp/B0GCFJM9P5/ref=sr_1_17?dib=eyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc&dib_tag=se&keywords=laptop&qid=1773557241&sr=8-17
"Microsoft New Surface Laptop 13"" - Windows 11 Home Copilot+ PC - PixelSense Touchscreen Display - Qualcomm Snapdragon X Plus (8 Core) - 16GB RAM - 256GB SSD - Platinum - EP2-36996","99,990",N/A,https://www.amazon.in/Microsoft-New-Surface-Laptop-Touchscreen/dp/B0G2C2D7VT/ref=sr_1_68?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-68
"HP 15, 13th Gen Intel Core i5-13420H, (16GB DDR4, 512GB SSD), FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, FR0045TU, Camera w/Shutter, Backlit Laptop","59,990",4.0,https://www.amazon.in/HP-i5-13420H-Anti-Glare-Micro-Edge-Office24/dp/B0GD81XSSP/ref=sr_1_51?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-51
"Dell Inspiron 7441 Plus, Snapdragon X Plus-X1P-64-100, 16GB RAM, 512GB SSD, QHD+, 14""/35.56cm, Touchscreen, Windows11, MSO21, Ice Blue, 1.4Kg, Backlit KB, FPR, Qualcomm GPU, 400nits, AI Powered Laptop","1,09,990",4.0,https://www.amazon.in/Dell-Inspiron-Snapdragon-X1P-64-100-Qualcomm/dp/B0D8BT15GJ/ref=sr_1_58?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-58
"HP 255R G10 Business Laptop (2026) – AMD Ryzen 3 7335U, 16GB DDR5 RAM, 512GB SSD, 15.6” FHD Display, Windows 11 Pro + MS Office 2024, Copilot Key, Thin & Light, Turbo Silver","42,999",N/A,https://www.amazon.in/HP-255R-G10-Business-Laptop/dp/B0GP1DGCMC/ref=sr_1_35?dib=eyJ2IjoiMSJ9.4LTvQgazwu4fQVtnEPU6UIdvimWNYMa3F3belTQfVjATZmFhP-DN7eAtX02vobu_C4w8Xm7ABfB3JINjTCTC_KQ-VSSM-bxG3iLG4nWoW83sBgWBfU4yMD5h3fgAbyF2ZydMLE-UK05lJWS9m4G6gwgae3glRiOa4bAuVUWFlAj7A2Yj5oTJ5N6AGaWiXCi0FQxXvLGR-VHHpgYutjnySMMGAC2LNTkq9oPfphNuOqs.qGmjWWgMl5Jk7hIE4GJEUnbRtYWBcsmaq1YJYzRaCOI&dib_tag=se&keywords=laptop&qid=1773557253&sr=8-35
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop","49,990",4.2,https://www.amazon.in/ASUS-Vivobook-Smartchoice-Windows-M1502YA-BQ703WS/dp/B0FC2LKFSC/ref=sr_1_13?dib=eyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc&dib_tag=se&keywords=laptop&qid=1773557241&sr=8-13
"ASUS Vivobook S14,Smartchoice,AMD Ryzen AI 7 350,16GB RAM,1TB SSD,OLED,14"",Windows 11, Office24,M365 Basic (1Yr)*, Matte Gray,1.4Kg, M3407KA-SF049WS,50 Tops,Metallic Design,Next-Gen AI Laptop,Copilot+","83,990",3.6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjI3ODgxMDI1MzUwOTY5OjE3NzM1NTcyNDE6c3BfYXRmOjMwMDkwMzI2OTE1MDkzMjo6MDo6&url=%2FASUS-Vivobook-Smartchoice-Office24-M3407KA-SF049WS%2Fdp%2FB0FMRV42V9%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1773557241%26sr%3D8-2-spons%26aref%3D1LizSQI7qo%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=1LizSQI7qo&sp_cr=ZAZ
"HP Pavilion x360, 13th Gen Intel Core i5-1335U (16GB DDR4, 1TB SSD) FHD, 14''/35.6 cm, Touchscreen 2-in-1, Win 11, Office 21, Silver, 1.51 kg, ek1010TU/1149tu, FPR, 5MP Camera, B&O, Backlit Laptop","78,990",3.9,https://www.amazon.in/HP-Pavilion-i5-1335U-Graphics-14-ek1010TU/dp/B0BRT8BRKY/ref=sr_1_25?dib=eyJ2IjoiMSJ9.NnEFTphInJoCQIPLnyN_QpZ-iLK2QV5D8MJzHgeEQuQJ4oA5nG_OsaHA6vIRwosXn_j_DlhmHrPqOw0XgZaYZByV-cg4Z1nTlqwXMPOl9B8XCG3Vf-Gno8IK3iMccjHBWlUPM3RAFDnESKu-dB7VD1VQW5C6yEamI8xJfKqSpz_2xVUReIooR8-Ig__tXtEGX0WEn3Yv5c9PVmtCEXS65jyPrvYAMB7vZvkWGYZ5ekg.E2nH1uPniXgu25ildy1AC0iFrJauR9VJc0e4M3BGmjM&dib_tag=se&keywords=laptop&qid=1773557248&sr=8-25
"Lenovo Smartchoice Ideapad Slim 3, 13th Gen Intel Core i7 13620H, 16GB RAM, 512GB SSD, WUXGA IPS, 15.3""/38.8cm, Win 11, Office 2024, Top Metal Cover Grey, 1.6Kg, 83K100CJIN/S1IN, Backlit KB, Laptop","77,390",4.2,https://www.amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_26?dib=eyJ2IjoiMSJ9.NnEFTphInJoCQIPLnyN_QpZ-iLK2QV5D8MJzHgeEQuQJ4oA5nG_OsaHA6vIRwosXn_j_DlhmHrPqOw0XgZaYZByV-cg4Z1nTlqwXMPOl9B8XCG3Vf-Gno8IK3iMccjHBWlUPM3RAFDnESKu-dB7VD1VQW5C6yEamI8xJfKqSpz_2xVUReIooR8-Ig__tXtEGX0WEn3Yv5c9PVmtCEXS65jyPrvYAMB7vZvkWGYZ5ekg.E2nH1uPniXgu25ildy1AC0iFrJauR9VJc0e4M3BGmjM&dib_tag=se&keywords=laptop&qid=1773557248&sr=8-26
"HP Omnibook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x,1TB SSD) 2K OLED,16''/40.6cm, Win11, M365*Office24, Glacier Silver, 1.59kg, fb0001QU, Backlit, Next-Gen AI Laptop","66,049",4.1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjI3ODgxMDI1MzUwOTY5OjE3NzM1NTcyNDE6c3BfYXRmOjMwMDkwMDY5NDE0ODYzMjo6MDo6&url=%2FHP-Previously-Snapdragon-Processor-fb0001QU%2Fdp%2FB0FRM3G9JF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1773557241%26sr%3D8-1-spons%26aref%3Dt3IlMZ5VyW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=t3IlMZ5VyW&sp_cr=ZAZ
"ASUS Vivobook 14,Smartchoice,AMD Ryzen AI 5 330, 16GB RAM, 512GB SSD,FHD+ 14"", Win11,Office24, M365 Basic (1Yr)*,Quiet Blue, 1.46Kg,M1407KA-LY132WS,AMD Radeon iGPU, 50 Tops,Next-Gen AI Laptop,Copilot+","61,990",3.3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjI3ODgxMDI1MzUwOTY5OjE3NzM1NTcyNDE6c3BfbXRmOjMwMDk2NTY1NzcwNzkzMjo6MDo6&url=%2FASUS-Vivobook-Smartchoice-Office24-M1407KA-LY132WS%2Fdp%2FB0FMRSDQL2%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1773557241%26sr%3D8-12-spons%26aref%3DGaifpI2QK9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=GaifpI2QK9&sp_cr=ZAZ
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.4kg, FHD Camera w/Privacy Shutter,ep0340TU","60,990",3.2,https://www.amazon.in/HP-i5-1334U-Anti-Glare-Micro-Edge-ep0340TU/dp/B0F9TNNKYZ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.4LTvQgazwu4fQVtnEPU6UIdvimWNYMa3F3belTQfVjATZmFhP-DN7eAtX02vobu_C4w8Xm7ABfB3JINjTCTC_KQ-VSSM-bxG3iLG4nWoW83sBgWBfU4yMD5h3fgAbyF2ZydMLE-UK05lJWS9m4G6gwgae3glRiOa4bAuVUWFlAj7A2Yj5oTJ5N6AGaWiXCi0FQxXvLGR-VHHpgYutjnySMMGAC2LNTkq9oPfphNuOqs.qGmjWWgMl5Jk7hIE4GJEUnbRtYWBcsmaq1YJYzRaCOI&dib_tag=se&keywords=laptop&qid=1773557253&sr=8-36
"acer Aspire Lite, AMD Ryzen 3 5300U Processor, 16 GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Premium Thin and Light Laptop","39,990",3.9,https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_57?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-57
"HP Omnibook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x,1TB SSD) 2K OLED,16''/40.6cm, Win11, M365*Office24, Glacier Silver, 1.59kg, fb0001QU, Backlit, Next-Gen AI Laptop","66,049",4.1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDQ2NjYzMjQzNTEwMzE3OjE3NzM1NTcyNTc6c3BfYXRmX25leHQ6MzAwOTAwNjk0MTQ4NjMyOjowOjo&url=%2FHP-Previously-Snapdragon-Processor-fb0001QU%2Fdp%2FB0FRM3G9JF%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1773557257%26sr%3D8-50-spons%26aref%3Dt3IlMZ5VyW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=t3IlMZ5VyW&sp_cr=ZAZ
"Lenovo Thinkpad P16v Intel Core Ultra 9 185H 16""(40.64 cm) WUXGA IPS 300Nits, AI Ready Thin and Light Workstation (32GB/1TB/Win11 Pro/Backlit/NVIDIA RTX 3000 8GB/Black/3Y Premier/2.22Kg), 21KXS05300","2,99,000",N/A,https://www.amazon.in/Lenovo-Thinkpad-300Nits-Workstation-21KXS05300/dp/B0DVGLDZX6/ref=sr_1_67?dib=eyJ2IjoiMSJ9.B4eM_PPZ9d1g1yQt3BJehxIwzqLLCo2l49vdIrHqQR-IwAIWMxmy1sMTIGeYh-kPLO62vJeJaPI7_ARJnEacYci1q33SFkl66VJuOrbnQpFTODsnyLiBf2AEMjmtgda65SA-NyChNukQh9y0rkHQlANTgZq1ZwDQ6Pigkruow9ndgC89Ed2J3ZroAxE_Vc37rTlnOVChMasM_qrPh6EOZJ4SM-HrgjOQn5kFDSfK8Po.EzMnHpIwBjk6q6ZLz0ZnHe7_1vp2HWoNpM1o12hF4Ew&dib_tag=se&keywords=laptop&qid=1773557257&sr=8-67
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11/MS Office,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","34,999",3.9,https://www.amazon.in/Lenovo-Athlon-Laptop-Windows-Warranty/dp/B0872G2MPV/ref=sr_1_16?dib=eyJ2IjoiMSJ9.hJDFApibiOcDEB0nfcXmShBOi4Wa7RF870vRhjG9BPhmXeK6aBRnbQPv55jS3UdyDkYkUHubQPqdjTIoKOAdn9nuydXg2Gn_WkGQE3GK802s4uJ539KQwpXCSgEqhgX_TLBRuxOiPHch7naJbsnCZAVN5dUWUYYtcnMVTxO8IYSGXMME-HlkYfA180qgF8mDEnbcRgi6aSsCwGwBgC4hYv-ezVo_mHmnSQJTc--e3vM.WeVKaMvLBi8_fXcI66-NEIKnU5JEO5LMbk-CWsDYTKc&dib_tag=se&keywords=laptop&qid=1773557241&sr=8-16
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop","3,34,990",N/A,https://www.amazon.in/ASUS-ProArt-Radeon-HN7306EAC-LX052WS-Creator/dp/B0GLFHMJXL/ref=sr_1_51?dib=eyJ2IjoiMSJ9.4LTvQgazwu4fQVtnEPU6UIdvimWNYMa3F3belTQfVjATZmFhP-DN7eAtX02vobu_C4w8Xm7ABfB3JINjTCTC_KQ-VSSM-bxG3iLG4nWoW83sBgWBfU4yMD5h3fgAbyF2ZydMLE-UK05lJWS9m4G6gwgae3glRiOa4bAuVUWFlAj7A2Yj5oTJ5N6AGaWiXCi0FQxXvLGR-VHHpgYutjnySMMGAC2LNTkq9oPfphNuOqs.qGmjWWgMl5Jk7hIE4GJEUnbRtYWBcsmaq1YJYzRaCOI&dib_tag=se&keywords=laptop&qid=1773557253&sr=8-51
